timestamp,machine_id,lat,lon,pgn,byte0,byte1,byte2,byte3
2026-06-01T08:11:00Z,KZ-TR-001,43.257,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T08:11:00Z,KZ-TR-001,43.257,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T08:12:00Z,KZ-TR-001,43.256,76.942,65265,0x00,0x00,0x40,0x02
2026-06-01T08:12:00Z,KZ-TR-001,43.256,76.942,65266,0x00,0x20,0x03,0x00
2026-06-01T08:12:00Z,KZ-TR-001,43.256,76.942,65280,0x10,0x27,0x00,0x00
2026-06-01T08:13:00Z,KZ-TR-001,43.263,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:13:00Z,KZ-TR-001,43.263,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:13:00Z,KZ-TR-001,43.263,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:14:00Z,KZ-TR-001,43.255,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:14:00Z,KZ-TR-001,43.255,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:14:00Z,KZ-TR-001,43.255,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:15:00Z,KZ-TR-001,43.258,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T08:15:00Z,KZ-TR-001,43.258,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T08:15:00Z,KZ-TR-001,43.258,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T08:16:00Z,KZ-TR-001,43.257,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:16:00Z,KZ-TR-001,43.257,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:16:00Z,KZ-TR-001,43.257,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:17:00Z,KZ-TR-001,43.264,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:17:00Z,KZ-TR-001,43.264,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:17:00Z,KZ-TR-001,43.264,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:18:00Z,KZ-TR-001,43.263,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T08:18:00Z,KZ-TR-001,43.263,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T08:18:00Z,KZ-TR-001,43.263,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T08:19:00Z,KZ-TR-001,43.255,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:19:00Z,KZ-TR-001,43.255,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:19:00Z,KZ-TR-001,43.255,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:20:00Z,KZ-TR-001,43.259,76.941,65265,0x00,0x00,0x40,0x02
2026-06-01T08:20:00Z,KZ-TR-001,43.259,76.941,65266,0x00,0x20,0x03,0x00
2026-06-01T08:20:00Z,KZ-TR-001,43.259,76.941,65280,0x10,0x27,0x00,0x00
2026-06-01T08:21:00Z,KZ-TR-001,43.262,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:21:00Z,KZ-TR-001,43.262,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:21:00Z,KZ-TR-001,43.262,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:22:00Z,KZ-TR-001,43.260,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:22:00Z,KZ-TR-001,43.260,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:22:00Z,KZ-TR-001,43.260,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:23:00Z,KZ-TR-001,43.258,76.940,65265,0x00,0x00,0x40,0x02
2026-06-01T08:23:00Z,KZ-TR-001,43.258,76.940,65266,0x00,0x20,0x03,0x00
2026-06-01T08:23:00Z,KZ-TR-001,43.258,76.940,65280,0x10,0x27,0x00,0x00
2026-06-01T08:24:00Z,KZ-TR-001,43.258,76.944,65265,0x00,0x00,0x40,0x02
2026-06-01T08:24:00Z,KZ-TR-001,43.258,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T08:24:00Z,KZ-TR-001,43.258,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T08:25:00Z,KZ-TR-001,43.264,76.944,65265,0x00,0x00,0x40,0x02
2026-06-01T08:25:00Z,KZ-TR-001,43.264,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T08:25:00Z,KZ-TR-001,43.264,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T08:26:00Z,KZ-TR-001,43.258,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:26:00Z,KZ-TR-001,43.258,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:26:00Z,KZ-TR-001,43.258,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:27:00Z,KZ-TR-001,43.257,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T08:27:00Z,KZ-TR-001,43.257,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T08:27:00Z,KZ-TR-001,43.257,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T08:28:00Z,KZ-TR-001,43.255,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:28:00Z,KZ-TR-001,43.255,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:28:00Z,KZ-TR-001,43.255,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:29:00Z,KZ-TR-001,43.256,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:29:00Z,KZ-TR-001,43.256,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:29:00Z,KZ-TR-001,43.256,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:30:00Z,KZ-TR-001,43.264,76.942,65265,0x00,0x00,0x40,0x02
2026-06-01T08:30:00Z,KZ-TR-001,43.264,76.942,65266,0x00,0x20,0x03,0x00
2026-06-01T08:30:00Z,KZ-TR-001,43.264,76.942,65280,0x10,0x27,0x00,0x00
2026-06-01T08:31:00Z,KZ-TR-001,43.262,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T08:31:00Z,KZ-TR-001,43.262,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T08:31:00Z,KZ-TR-001,43.262,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T08:32:00Z,KZ-TR-001,43.258,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T08:32:00Z,KZ-TR-001,43.258,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T08:32:00Z,KZ-TR-001,43.258,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T08:33:00Z,KZ-TR-001,43.261,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:33:00Z,KZ-TR-001,43.261,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:33:00Z,KZ-TR-001,43.261,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:34:00Z,KZ-TR-001,43.263,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:34:00Z,KZ-TR-001,43.263,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:34:00Z,KZ-TR-001,43.263,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:35:00Z,KZ-TR-001,43.258,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:35:00Z,KZ-TR-001,43.258,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:35:00Z,KZ-TR-001,43.258,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:36:00Z,KZ-TR-001,43.261,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T08:36:00Z,KZ-TR-001,43.261,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T08:36:00Z,KZ-TR-001,43.261,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T08:37:00Z,KZ-TR-001,43.262,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:37:00Z,KZ-TR-001,43.262,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:37:00Z,KZ-TR-001,43.262,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:38:00Z,KZ-TR-001,43.258,76.944,65265,0x00,0x00,0x40,0x02
2026-06-01T08:38:00Z,KZ-TR-001,43.258,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T08:38:00Z,KZ-TR-001,43.258,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T08:39:00Z,KZ-TR-001,43.261,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:39:00Z,KZ-TR-001,43.261,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:39:00Z,KZ-TR-001,43.261,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:40:00Z,KZ-TR-001,43.260,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:40:00Z,KZ-TR-001,43.260,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:40:00Z,KZ-TR-001,43.260,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:41:00Z,KZ-TR-001,43.256,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T08:41:00Z,KZ-TR-001,43.256,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T08:41:00Z,KZ-TR-001,43.256,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T08:42:00Z,KZ-TR-001,43.260,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:42:00Z,KZ-TR-001,43.260,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:42:00Z,KZ-TR-001,43.260,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:43:00Z,KZ-TR-001,43.260,76.940,65265,0x00,0x00,0x40,0x02
2026-06-01T08:43:00Z,KZ-TR-001,43.260,76.940,65266,0x00,0x20,0x03,0x00
2026-06-01T08:43:00Z,KZ-TR-001,43.260,76.940,65280,0x10,0x27,0x00,0x00
2026-06-01T08:44:00Z,KZ-TR-001,43.264,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:44:00Z,KZ-TR-001,43.264,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:44:00Z,KZ-TR-001,43.264,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:45:00Z,KZ-TR-001,43.261,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:45:00Z,KZ-TR-001,43.261,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:45:00Z,KZ-TR-001,43.261,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:46:00Z,KZ-TR-001,43.256,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T08:46:00Z,KZ-TR-001,43.256,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T08:46:00Z,KZ-TR-001,43.256,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T08:47:00Z,KZ-TR-001,43.261,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T08:47:00Z,KZ-TR-001,43.261,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T08:47:00Z,KZ-TR-001,43.261,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T08:48:00Z,KZ-TR-001,43.256,76.940,65265,0x00,0x00,0x40,0x02
2026-06-01T08:48:00Z,KZ-TR-001,43.256,76.940,65266,0x00,0x20,0x03,0x00
2026-06-01T08:48:00Z,KZ-TR-001,43.256,76.940,65280,0x10,0x27,0x00,0x00
2026-06-01T08:49:00Z,KZ-TR-001,43.260,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T08:49:00Z,KZ-TR-001,43.260,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T08:49:00Z,KZ-TR-001,43.260,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T08:50:00Z,KZ-TR-001,43.262,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:50:00Z,KZ-TR-001,43.262,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:50:00Z,KZ-TR-001,43.262,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:51:00Z,KZ-TR-001,43.256,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:51:00Z,KZ-TR-001,43.256,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:51:00Z,KZ-TR-001,43.256,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:52:00Z,KZ-TR-001,43.260,76.941,65265,0x00,0x00,0x40,0x02
2026-06-01T08:52:00Z,KZ-TR-001,43.260,76.941,65266,0x00,0x20,0x03,0x00
2026-06-01T08:52:00Z,KZ-TR-001,43.260,76.941,65280,0x10,0x27,0x00,0x00
2026-06-01T08:53:00Z,KZ-TR-001,43.264,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T08:53:00Z,KZ-TR-001,43.264,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T08:53:00Z,KZ-TR-001,43.264,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T08:54:00Z,KZ-TR-001,43.258,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:54:00Z,KZ-TR-001,43.258,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:54:00Z,KZ-TR-001,43.258,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:55:00Z,KZ-TR-001,43.258,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:55:00Z,KZ-TR-001,43.258,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:55:00Z,KZ-TR-001,43.258,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:56:00Z,KZ-TR-001,43.259,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T08:56:00Z,KZ-TR-001,43.259,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T08:56:00Z,KZ-TR-001,43.259,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T08:57:00Z,KZ-TR-001,43.258,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T08:57:00Z,KZ-TR-001,43.258,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T08:57:00Z,KZ-TR-001,43.258,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T08:58:00Z,KZ-TR-001,43.257,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T08:58:00Z,KZ-TR-001,43.257,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T08:58:00Z,KZ-TR-001,43.257,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T08:59:00Z,KZ-TR-001,43.261,76.942,65265,0x00,0x00,0x40,0x02
2026-06-01T08:59:00Z,KZ-TR-001,43.261,76.942,65266,0x00,0x20,0x03,0x00
2026-06-01T08:59:00Z,KZ-TR-001,43.261,76.942,65280,0x10,0x27,0x00,0x00
2026-06-01T09:00:00Z,KZ-TR-001,43.261,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T09:00:00Z,KZ-TR-001,43.261,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T09:00:00Z,KZ-TR-001,43.261,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T09:01:00Z,KZ-TR-001,43.259,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T09:01:00Z,KZ-TR-001,43.259,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T09:01:00Z,KZ-TR-001,43.259,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T09:02:00Z,KZ-TR-001,43.262,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T09:02:00Z,KZ-TR-001,43.262,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T09:02:00Z,KZ-TR-001,43.262,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T09:03:00Z,KZ-TR-001,43.263,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T09:03:00Z,KZ-TR-001,43.263,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T09:03:00Z,KZ-TR-001,43.263,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T09:04:00Z,KZ-TR-001,43.259,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T09:04:00Z,KZ-TR-001,43.259,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T09:04:00Z,KZ-TR-001,43.259,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T09:05:00Z,KZ-TR-001,43.264,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T09:05:00Z,KZ-TR-001,43.264,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T09:05:00Z,KZ-TR-001,43.264,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T09:06:00Z,KZ-TR-001,43.264,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T09:06:00Z,KZ-TR-001,43.264,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T09:06:00Z,KZ-TR-001,43.264,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T09:07:00Z,KZ-TR-001,43.262,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T09:07:00Z,KZ-TR-001,43.262,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T09:07:00Z,KZ-TR-001,43.262,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T09:08:00Z,KZ-TR-001,43.257,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T09:08:00Z,KZ-TR-001,43.257,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T09:08:00Z,KZ-TR-001,43.257,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T09:09:00Z,KZ-TR-001,43.256,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T09:09:00Z,KZ-TR-001,43.256,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T09:09:00Z,KZ-TR-001,43.256,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T09:10:00Z,KZ-TR-001,43.261,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T09:10:00Z,KZ-TR-001,43.261,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T09:10:00Z,KZ-TR-001,43.261,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T09:11:00Z,KZ-TR-001,43.260,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T09:11:00Z,KZ-TR-001,43.260,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T09:11:00Z,KZ-TR-001,43.260,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T09:12:00Z,KZ-TR-001,43.260,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T09:12:00Z,KZ-TR-001,43.260,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T09:12:00Z,KZ-TR-001,43.260,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T09:13:00Z,KZ-TR-001,43.265,76.942,65265,0x00,0x00,0x40,0x02
2026-06-01T09:13:00Z,KZ-TR-001,43.265,76.942,65266,0x00,0x20,0x03,0x00
2026-06-01T09:13:00Z,KZ-TR-001,43.265,76.942,65280,0x10,0x27,0x00,0x00
2026-06-01T09:14:00Z,KZ-TR-001,43.259,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T09:14:00Z,KZ-TR-001,43.259,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T09:14:00Z,KZ-TR-001,43.259,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T09:15:00Z,KZ-TR-001,43.256,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T09:15:00Z,KZ-TR-001,43.256,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T09:15:00Z,KZ-TR-001,43.256,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T09:16:00Z,KZ-TR-001,43.259,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T09:16:00Z,KZ-TR-001,43.259,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T09:16:00Z,KZ-TR-001,43.259,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T09:17:00Z,KZ-TR-001,43.256,76.948,65265,0x00,0x00,0x40,0x02
2026-06-01T09:17:00Z,KZ-TR-001,43.256,76.948,65266,0x00,0x20,0x03,0x00
2026-06-01T09:17:00Z,KZ-TR-001,43.256,76.948,65280,0x10,0x27,0x00,0x00
2026-06-01T09:18:00Z,KZ-TR-001,43.259,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T09:18:00Z,KZ-TR-001,43.259,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T09:18:00Z,KZ-TR-001,43.259,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T09:19:00Z,KZ-TR-001,43.262,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T09:19:00Z,KZ-TR-001,43.262,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T09:19:00Z,KZ-TR-001,43.262,76.945,65280,0x10,0x27,0x00,0x00
2026-06-01T09:20:00Z,KZ-TR-001,43.263,76.950,65265,0x00,0x00,0x40,0x02
2026-06-01T09:20:00Z,KZ-TR-001,43.263,76.950,65266,0x00,0x20,0x03,0x00
2026-06-01T09:20:00Z,KZ-TR-001,43.263,76.950,65280,0x10,0x27,0x00,0x00
2026-06-01T09:21:00Z,KZ-TR-001,43.261,76.943,65265,0x00,0x00,0x40,0x02
2026-06-01T09:21:00Z,KZ-TR-001,43.261,76.943,65266,0x00,0x20,0x03,0x00
2026-06-01T09:21:00Z,KZ-TR-001,43.261,76.943,65280,0x10,0x27,0x00,0x00
2026-06-01T09:22:00Z,KZ-TR-001,43.260,76.944,65265,0x00,0x00,0x40,0x02
2026-06-01T09:22:00Z,KZ-TR-001,43.260,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T09:22:00Z,KZ-TR-001,43.260,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T09:23:00Z,KZ-TR-001,43.263,76.944,65265,0x00,0x00,0x40,0x02
2026-06-01T09:23:00Z,KZ-TR-001,43.263,76.944,65266,0x00,0x20,0x03,0x00
2026-06-01T09:23:00Z,KZ-TR-001,43.263,76.944,65280,0x10,0x27,0x00,0x00
2026-06-01T09:24:00Z,KZ-TR-001,43.265,76.941,65265,0x00,0x00,0x40,0x02
2026-06-01T09:24:00Z,KZ-TR-001,43.265,76.941,65266,0x00,0x20,0x03,0x00
2026-06-01T09:24:00Z,KZ-TR-001,43.265,76.941,65280,0x10,0x27,0x00,0x00
2026-06-01T09:25:00Z,KZ-TR-001,43.257,76.946,65265,0x00,0x00,0x40,0x02
2026-06-01T09:25:00Z,KZ-TR-001,43.257,76.946,65266,0x00,0x20,0x03,0x00
2026-06-01T09:25:00Z,KZ-TR-001,43.257,76.946,65280,0x10,0x27,0x00,0x00
2026-06-01T09:26:00Z,KZ-TR-001,43.257,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T09:26:00Z,KZ-TR-001,43.257,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T09:26:00Z,KZ-TR-001,43.257,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T09:27:00Z,KZ-TR-001,43.264,76.947,65265,0x00,0x00,0x40,0x02
2026-06-01T09:27:00Z,KZ-TR-001,43.264,76.947,65266,0x00,0x20,0x03,0x00
2026-06-01T09:27:00Z,KZ-TR-001,43.264,76.947,65280,0x10,0x27,0x00,0x00
2026-06-01T09:28:00Z,KZ-TR-001,43.256,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T09:28:00Z,KZ-TR-001,43.256,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T09:28:00Z,KZ-TR-001,43.256,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T09:29:00Z,KZ-TR-001,43.263,76.949,65265,0x00,0x00,0x40,0x02
2026-06-01T09:29:00Z,KZ-TR-001,43.263,76.949,65266,0x00,0x20,0x03,0x00
2026-06-01T09:29:00Z,KZ-TR-001,43.263,76.949,65280,0x10,0x27,0x00,0x00
2026-06-01T09:30:00Z,KZ-TR-001,43.264,76.945,65265,0x00,0x00,0x40,0x02
2026-06-01T09:30:00Z,KZ-TR-001,43.264,76.945,65266,0x00,0x20,0x03,0x00
2026-06-01T09:30:00Z,KZ-TR-001,43.264,76.945,65280,0x10,0x27,0x00,0x00
